"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间"
="2464865354499153871",="2464865354499153871","Lovetodream 新生婴儿防惊跳睡袋宝宝襁褓投降式防踢被四季通用款","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","286.93","286.93","没有申请退款","无退款申请","2022-02-12 16:15:52","2022-02-12 16:15:58"
="2465469579480463134",="2465469579480463134","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000833","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443000833",="null","366.00","366.00","没有申请退款","无退款申请","2022-02-12 16:04:29","2022-02-12 16:04:35"
="1486810202586597575",="1486810202586597575","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000345","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000345",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-12 15:49:37","2022-02-12 15:49:42"
="2465425623366463134",="2465425623366463134","lovetodream婴儿睡袋儿童防踢被四季通款宝宝睡袋新生婴儿防惊跳","439.00","1","9343443102070","颜色分类：虎年老虎款(四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","交易关闭","9343443102070",="null","311.73","311.73","退款成功","311.73","2022-02-12 15:45:04","2022-02-12 15:45:10"
="2465410611541880742",="2465410611541880742","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-12 15:38:32","2022-02-12 15:38:48"
="2464761890143528023",="2464761890143528023","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002257","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002257",="null","179.00","179.00","没有申请退款","无退款申请","2022-02-12 15:26:20","2022-02-12 15:26:24"
="2463261984450103639",="2463261984450103639","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","258.39","258.39","没有申请退款","无退款申请","2022-02-12 15:03:51","2022-02-12 15:03:55"
="2463224940537826525",="2463224940537826525","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","286.13","286.13","没有申请退款","无退款申请","2022-02-12 14:46:23","2022-02-12 14:46:27"
="2464669226259518072",="2464669226259518072","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-12 14:43:17","2022-02-12 14:43:20"
="2465226579439200514",="2465226579439200514","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000840","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443000840",="null","315.02","315.02","没有申请退款","无退款申请","2022-02-12 14:08:04","2022-02-12 14:08:10"
="2464235713728809361",="2464235713728809361","Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005333","颜色分类：灰色星月 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】S码：3.5-6kg（约1-3个月）","null","null","卖家已发货，等待买家确认","9343443005333",="null","306.95","306.95","没有申请退款","无退款申请","2022-02-12 14:05:16","2022-02-12 14:05:23"
="2463134508637268440",="2463134508636268440","Love to dream 婴儿襁褓睡袋过渡期可拆袖春季款分腿式睡袋","499.00","1","9343443006668","颜色分类：白色 (春夏轻薄款) 0.2TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443006668",="null","353.61","353.61","没有申请退款","无退款申请","2022-02-12 14:02:32","2022-02-12 14:02:38"
="2463134508638268440",="2463134508636268440","lovetodream婴儿宝宝过渡期睡袋春夏轻薄款襁褓防惊跳投降式睡姿","509.00","1","9343443006811","颜色分类：白色（春夏轻薄款）0.2TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443006811",="null","360.51","360.51","没有申请退款","无退款申请","2022-02-12 14:02:32","2022-02-12 14:02:38"
="2464561046280305134",="2464561046280305134","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","287.00","287.00","没有申请退款","无退款申请","2022-02-12 13:52:33","2022-02-12 13:52:38"
="2464190569322273069",="2464190569322273069","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443000376",="null","278.39","257.52","退款成功","278.39","2022-02-12 13:42:14","2022-02-12 13:42:21"
="1485828084875733894",="1485828084875733894","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-12 13:40:19","2022-02-12 13:40:24"
="1486731650497380779",="1486731650497380779","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","请检查好质量谢谢","卖家已发货，等待买家确认","9343443002042",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-12 13:38:15","2022-02-12 13:38:46"
="2464526630376266622",="2464526630376266622","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-12 13:35:23","2022-02-12 13:35:28"
="1486682797690261497",="1486682797690261497","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-12 13:33:19","2022-02-12 13:33:53"
="2463057252685915427",="2463057252685915427","lovetodream婴儿睡袋一体式分腿宝宝睡袋防踢被连体睡袋哈衣爬服","329.00","1","9343443100663","颜色分类：兔子花色;长度：【尺码详询客服】XL码：11-14kg (约12-18个月)","null","null","卖家已发货，等待买家确认","9343443100663",="null","258.00","258.00","没有申请退款","无退款申请","2022-02-12 13:26:02","2022-02-12 13:26:19"
="1485819264285667196",="1485819264285667196","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-12 13:22:46","2022-02-12 13:23:02"
="2465112531412525357",="2465112531412525357","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","287.00","287.00","没有申请退款","无退款申请","2022-02-12 13:12:31","2022-02-12 13:12:40"
="1486774131813291698",="1486774131813291698","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000833","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443000833",="null","324.75","300.40","没有申请退款","无退款申请","2022-02-12 13:11:46","2022-02-12 13:11:52"
="2465109651372233072",="2465109651372233072","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004275","颜色分类：薄荷绿（四季通用款）1.0TOG;长度：【尺码详询客服】XL码：11-14kg (约9-12个月)","null","null","交易关闭","9343443004275",="null","365.26","365.26","退款成功","365.26","2022-02-12 13:11:12","2022-02-12 13:11:17"
="2465108463092963213",="2465108463092963213","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-12 13:09:57","2022-02-12 13:10:14"
="1485805188973221084",="1485805188973221084","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000840","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443000840",="null","315.02","291.40","没有申请退款","无退款申请","2022-02-12 13:03:29","2022-02-12 13:03:36"
="1486764339367429175",="1486764339367429175","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000338","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000338",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-12 12:55:23","2022-02-12 12:55:35"
="2462969448208728867",="2462969448208728867","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","287.00","287.00","没有申请退款","无退款申请","2022-02-12 12:44:06","2022-02-12 12:44:16"
="2464385978568463134",="2464385978568463134","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443000376",="null","278.39","278.39","退款成功","278.39","2022-02-12 12:34:02","2022-02-12 12:34:08"
="2463949045074266372",="2463949045074266372","lovetodream新生婴儿襁褓期竹纤维宝宝薄睡袋防踢被防惊跳投降式","439.00","1","9343443100847","颜色分类：白色星星（竹纤维春夏轻薄款）0.2TOG;长度：【尺码详询客服】M：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443100847",="null","286.52","286.52","没有申请退款","无退款申请","2022-02-12 11:57:25","2022-02-12 11:57:29"
="2463941449583337905",="2463941449583337905","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005913","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443005913",="null","139.00","139.00","没有申请退款","无退款申请","2022-02-12 11:55:21","2022-02-12 11:55:40"
="1486707135294429175",="1486707135294429175","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-12 11:42:12","2022-02-12 11:42:24"
="2464163174907049709",="2464163174907049709","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","133.63","122.61","没有申请退款","无退款申请","2022-02-12 11:12:21","2022-02-12 11:12:30"
="2464077818641438738",="2464077818641438738","lovetodream婴儿睡袋儿童防踢被四季通款宝宝睡袋新生婴儿防惊跳","439.00","1","9343443102070","颜色分类：虎年老虎款(四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","卖家已发货，等待买家确认","9343443102070",="null","309.43","309.43","没有申请退款","无退款申请","2022-02-12 10:40:18","2022-02-12 10:40:22"
="2463692905873049006",="2463692905873049006","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002257","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002257",="null","153.63","153.63","没有申请退款","无退款申请","2022-02-12 10:27:22","2022-02-12 10:27:26"
="2464046318696752532",="2464046318696752532","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-12 10:26:34","2022-02-12 10:26:43"
="2464032206926211253",="2464032206926211253","lovetodream婴儿睡袋襁褓分腿睡袋四季通用款防惊跳投降式睡袋","499.00","1","9343443005487","颜色分类：灰色（四季通用款） 1.0TOG;长度：【建议大一码】XL码：11-14kg (约9-12个月)","null","null","卖家已发货，等待买家确认","9343443005487",="null","348.23","348.23","没有申请退款","无退款申请","2022-02-12 10:20:13","2022-02-12 10:20:15"
="2464014674554832666",="2464014674554832666","lovetodream婴儿睡袋儿童防踢被四季通款宝宝睡袋新生婴儿防惊跳","439.00","1","9343443102070","颜色分类：虎年老虎款(四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","早点发货 保证质量","卖家已发货，等待买家确认","9343443102070",="null","273.37","273.37","没有申请退款","无退款申请","2022-02-12 10:10:21","2022-02-12 10:11:19"
="1486569578067447991",="1486569578067447991","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","交易成功","9343443000321",="null","283.64","283.64","没有申请退款","无退款申请","2022-02-12 10:06:16","2022-02-12 10:06:21"
="2463635377885049006",="2463635377885049006","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002257","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443002257",="null","173.63","173.63","退款成功","173.63","2022-02-12 10:00:18","2022-02-12 10:00:22"
="2464621131588692439",="2464621131588692439","Love to dream新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【蓝色m码暂不发货，勿拍】M码：6-8.5kg（约3-6个月）","null","null","交易关闭","9343443000376",="null","278.39","278.39","退款成功","278.39","2022-02-12 09:51:09","2022-02-12 09:51:14"
="2464617747791159805",="2464617747791159805","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002257","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002257",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-12 09:50:10","2022-02-12 09:50:22"
="2462533200042076862",="2462533200041076862","love to dream 婴儿睡袋春夏竹纤维轻薄款宝宝过渡期可拆袖防踢被","509.00","1","9343443101196","颜色分类：绿色星星(春夏季轻薄款) 0.2TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443101196",="null","365.11","365.11","没有申请退款","无退款申请","2022-02-12 09:43:38","2022-02-12 09:43:48"
="2462533200043076862",="2462533200041076862","love to dream 婴儿睡袋春夏竹纤维轻薄款宝宝过渡期可拆袖防踢被","509.00","1","9343443005319","颜色分类：薄荷绿竹纤维 (春夏季轻薄款) 0.2TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443005319",="null","365.12","365.12","没有申请退款","无退款申请","2022-02-12 09:43:38","2022-02-12 09:43:48"
="2462533200044076862",="2462533200041076862","lovetodream过渡期竹纤维四季通用款襁褓防惊跳投降式睡袋","509.00","1","9343443101721","颜色分类：灰色星月（竹纤维四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443101721",="null","365.11","365.11","没有申请退款","无退款申请","2022-02-12 09:43:38","2022-02-12 09:43:48"
="2462533200045076862",="2462533200041076862","lovetodream婴儿宝宝过渡期睡袋春夏轻薄款襁褓防惊跳投降式睡姿","509.00","1","9343443003902","颜色分类：水蓝色（春夏季轻薄款）0.2TOG;长度：【尺码详询客服】XL码：11-14kg (约9-12个月)","null","null","卖家已发货，等待买家确认","9343443003902",="null","365.12","365.12","没有申请退款","无退款申请","2022-02-12 09:43:38","2022-02-12 09:43:48"
="2464598847111828647",="2464598847111828647","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004060","颜色分类：粉红色 （四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443004060",="null","326.00","326.00","没有申请退款","无退款申请","2022-02-12 09:35:06","2022-02-12 09:35:11"
="2463567985162276210",="2463567985162276210","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","287.00","287.00","没有申请退款","无退款申请","2022-02-12 09:14:49","2022-02-12 09:14:54"
="2463550921521728867",="2463550921521728867","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000338","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","交易关闭","9343443000338",="null","287.00","287.00","退款成功","287.00","2022-02-12 09:02:22","2022-02-12 09:02:32"
="2462460840859951436",="2462460840859951436","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-12 08:53:51","2022-02-12 08:53:59"
="2463878630543950317",="2463878630543950317","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","153.63","153.63","没有申请退款","无退款申请","2022-02-12 08:32:33","2022-02-12 08:32:39"
="2463823766407248460",="2463823766407248460","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000369","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000369",="null","286.96","286.96","没有申请退款","无退款申请","2022-02-12 06:44:02","2022-02-12 06:44:10"
="2463816386930263438",="2463816386930263438","lovetodream婴儿宝宝过渡期睡袋春夏轻薄款襁褓防惊跳投降式睡姿","509.00","1","9343443006828","颜色分类：白色（春夏轻薄款）0.2TOG;长度：【尺码详询客服】XL码：11-14kg (约9-12个月)","null","null","卖家已发货，等待买家确认","9343443006828",="null","361.93","361.93","没有申请退款","无退款申请","2022-02-12 06:13:50","2022-02-12 06:13:53"
="1486507694083701484",="1486507694083701484","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000307","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000307",="null","287.00","287.00","没有申请退款","无退款申请","2022-02-12 05:47:52","2022-02-12 05:47:57"
="2462360868310222264",="2462360868310222264","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-12 02:54:24","2022-02-12 02:54:36"
="2464424607890742812",="2464424607890742812","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-12 02:04:27","2022-02-12 02:04:46"
="2463417649602312221",="2463417649602312221","Love to dream 婴幼儿过渡期睡袋 秋冬季保暖款防惊跳投降式睡袋","539.00","1","9343443006033","颜色分类：浅紫色(秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】L：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443006033",="null","221.16","221.16","没有申请退款","无退款申请","2022-02-12 01:38:27","2022-02-12 01:38:32"
="2464404231627802350",="2464404231627802350","lovetodream婴儿睡袋儿童防踢被四季通款宝宝睡袋新生婴儿防惊跳","439.00","1","9343443102070","颜色分类：虎年老虎款(四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","卖家已发货，等待买家确认","9343443102070",="null","269.84","269.84","没有申请退款","无退款申请","2022-02-12 01:08:16","2022-02-12 01:08:21"
="2463715226575159858",="2463715226575159858","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","287.00","287.00","没有申请退款","无退款申请","2022-02-12 00:02:46","2022-02-12 00:02:53"
="2463706370955467424",="2463706370955467424","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000321","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443000321",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-11 23:55:27","2022-02-11 23:55:40"
="2464327731234387856",="2464327731234387856","Love to dream 婴幼儿过渡期睡袋 秋冬季保暖款防惊跳投降式睡袋","539.00","1","9343443004749","颜色分类：薄荷绿 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】L：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443004749",="null","181.16","181.16","没有申请退款","无退款申请","2022-02-11 23:34:20","2022-02-11 23:34:44"
="2463291181699866353",="2463291181699866353","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","139.00","139.00","没有申请退款","无退款申请","2022-02-11 23:05:21","2022-02-11 23:05:38"
