"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间"
="1486442318088256680",="1486442318088256680","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000833","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443000833",="null","315.02","315.02","没有申请退款","无退款申请","2022-02-11 22:47:04","2022-02-11 22:47:09"
="2463262921407062257",="2463262921407062257","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","248.39","248.39","没有申请退款","无退款申请","2022-02-11 22:43:59","2022-02-11 22:44:20"
="2464252635354828959",="2464252635354828959","Love to dream新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【蓝色m码暂不发货，勿拍】M码：6-8.5kg（约3-6个月）","null","直播间口水巾。","卖家已发货，等待买家确认","9343443000376",="null","228.39","228.39","没有申请退款","无退款申请","2022-02-11 22:38:43","2022-02-11 22:38:47"
="2464242447884885005",="2464242447884885005","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","178.57","178.57","没有申请退款","无退款申请","2022-02-11 22:34:12","2022-02-11 22:34:18"
="1486501863915486591",="1486501863915486591","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","246.47","246.47","没有申请退款","无退款申请","2022-02-11 22:31:03","2022-02-11 22:31:12"
="2462139360228306604",="2462139360228306604","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004268","颜色分类：薄荷绿（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443004268",="null","364.56","364.56","没有申请退款","无退款申请","2022-02-11 22:14:55","2022-02-11 22:15:08"
="2463570218100324855",="2463570218100324855","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","178.28","178.28","没有申请退款","无退款申请","2022-02-11 22:13:44","2022-02-11 22:13:51"
="2462132268563343027",="2462132268563343027","Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005333","颜色分类：灰色星月 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】S码：3.5-6kg（约1-3个月）","null","null","卖家已发货，等待买家确认","9343443005333",="null","266.52","266.52","没有申请退款","无退款申请","2022-02-11 22:12:25","2022-02-11 22:12:30"
="2463210901418116259",="2463210901418116259","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-11 22:11:09","2022-02-11 22:11:17"
="2462129100454486556",="2462129100454486556","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-11 22:10:03","2022-02-11 22:10:14"
="1486421618849286596",="1486421618849286596","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-11 22:08:30","2022-02-11 22:08:44"
="1486387669427516098",="1486387669427516098","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","280.67","280.67","没有申请退款","无退款申请","2022-02-11 22:04:42","2022-02-11 22:04:47"
="2463543902375387334",="2463543902375387334","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443000376",="null","285.55","285.55","退款成功","285.55","2022-02-11 21:58:22","2022-02-11 21:58:29"
="2463495230956765931",="2463495230956765931","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-11 21:32:56","2022-02-11 21:33:01"
="2463140161475664510",="2463140161475664510","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443100953","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443100953",="null","284.67","284.67","没有申请退款","无退款申请","2022-02-11 21:30:27","2022-02-11 21:30:46"
="2462044464073241839",="2462044464073241839","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-11 21:20:51","2022-02-11 21:21:01"
="2462032080034347904",="2462032080034347904","love to dream 婴儿睡袋春夏竹纤维轻薄款宝宝过渡期可拆袖防踢被","509.00","1","9343443005319","颜色分类：薄荷绿竹纤维 (春夏季轻薄款) 0.2TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443005319",="null","366.00","366.00","卖家拒绝退款","0.00","2022-02-11 21:14:25","2022-02-11 21:14:30"
="2463096025948645222",="2463096025948645222","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443004787","颜色分类：灰色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443004787",="null","173.63","160.61","没有申请退款","无退款申请","2022-02-11 21:08:54","2022-02-11 21:08:59"
="2463095449429620013",="2463095449429620013","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000833","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443000833",="null","315.02","315.02","没有申请退款","无退款申请","2022-02-11 21:06:45","2022-02-11 21:06:48"
="2463086161158751666",="2463086161158751666","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000833","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443000833",="null","335.06","335.06","没有申请退款","无退款申请","2022-02-11 21:01:12","2022-02-11 21:01:17"
="2461996332162247258",="2461996332162247258","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","284.66","284.66","没有申请退款","无退款申请","2022-02-11 20:56:37","2022-02-11 20:56:46"
="2464071807139141360",="2464071807138141360","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005913","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443005913",="null","159.76","159.76","没有申请退款","无退款申请","2022-02-11 20:55:28","2022-02-11 20:55:34"
="2464071807140141360",="2464071807138141360","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000338","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000338",="null","256.14","256.14","没有申请退款","无退款申请","2022-02-11 20:55:28","2022-02-11 20:55:34"
="2463422258663314668",="2463422258663314668","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","177.99","177.99","没有申请退款","无退款申请","2022-02-11 20:52:28","2022-02-11 20:52:33"
="2464029183254532668",="2464029183254532668","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-11 20:34:20","2022-02-11 20:34:33"
="1486431987884112685",="1486431987884112685","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004268","颜色分类：薄荷绿（四季通用款）1.0TOG;长度：【尺码详询客服】L码：8.5-11kg (约6-9个月)","null","null","卖家已发货，等待买家确认","9343443004268",="null","355.02","355.02","没有申请退款","无退款申请","2022-02-11 20:24:32","2022-02-11 20:24:51"
="1486363550123524496",="1486363550123524496","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","175.66","175.66","没有申请退款","无退款申请","2022-02-11 20:23:48","2022-02-11 20:24:09"
="2461918464872198762",="2461918464872198762","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-11 20:20:28","2022-02-11 20:20:45"
="2463352670275204769",="2463352670275204769","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","交易关闭","9343443000376",="null","263.09","263.09","退款成功","263.09","2022-02-11 20:16:50","2022-02-11 20:16:55"
="2463988107475310417",="2463988107475310417","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000338","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000338",="null","285.16","285.16","没有申请退款","无退款申请","2022-02-11 20:14:01","2022-02-11 20:14:05"
="2463977919171026268",="2463977919171026268","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","265.41","265.41","没有申请退款","无退款申请","2022-02-11 20:08:27","2022-02-11 20:08:30"
="1486349114462756088",="1486349114462756088","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002264","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","卖家已发货，等待买家确认","9343443002264",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-11 20:01:55","2022-02-11 20:01:59"
="1486315921356757292",="1486315921356757292","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000307","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000307",="null","286.94","286.94","没有申请退款","无退款申请","2022-02-11 19:55:57","2022-02-11 19:56:02"
="2463943467814684768",="2463943467814684768","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000833","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443000833",="null","362.05","362.05","没有申请退款","无退款申请","2022-02-11 19:54:30","2022-02-11 19:54:34"
="1485444036400943086",="1485444036400943086","lovetodream婴儿睡袋过渡期独立睡眠期四季通用款防踢被分腿睡袋","569.00","1","9343443005630","颜色分类：白色（四季通用款）1.0 TOG;长度：【建议大一码】Size 2码：24-36个月","null","null","卖家已发货，等待买家确认","9343443005630",="null","244.06","244.06","没有申请退款","无退款申请","2022-02-11 19:49:14","2022-02-11 19:49:19"
="2463269834014789858",="2463269834014789858","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","178.19","178.19","没有申请退款","无退款申请","2022-02-11 19:35:23","2022-02-11 19:35:29"
="1486388535521379196",="1486388535521379196","Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005333","颜色分类：灰色星月 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】S码：3.5-6kg（约1-3个月）","null","null","卖家已发货，等待买家确认","9343443005333",="null","315.08","315.08","没有申请退款","无退款申请","2022-02-11 19:11:32","2022-02-11 19:11:38"
="2462851369543290600",="2462851369543290600","Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005340","颜色分类：灰色星月 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","卖家已发货，等待买家确认","9343443005340",="null","296.00","296.00","没有申请退款","无退款申请","2022-02-11 19:05:50","2022-02-11 19:06:17"
="2463204962435161657",="2463204962435161657","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000338","颜色分类：蓝色 (四季通用款) 1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000338",="null","244.13","244.13","没有申请退款","无退款申请","2022-02-11 19:04:24","2022-02-11 19:04:33"
="2463205034370290600",="2463205034370290600","Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005333","颜色分类：灰色星月 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】S码：3.5-6kg（约1-3个月）","null","null","卖家已发货，等待买家确认","9343443005333",="null","276.00","276.00","没有申请退款","无退款申请","2022-02-11 19:04:22","2022-02-11 19:04:26"
="2463822363835290600",="2463822363835290600","Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005333","颜色分类：灰色星月 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】S码：3.5-6kg（约1-3个月）","null","null","交易关闭","9343443005333",="null","310.29","310.29","退款成功","310.29","2022-02-11 18:54:40","2022-02-11 18:54:44"
="2462820877093290600",="2462820877093290600","Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005340","颜色分类：灰色星月 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","交易关闭","9343443005340",="null","306.52","306.52","退款成功","306.52","2022-02-11 18:51:04","2022-02-11 18:51:08"
="2461728672744395448",="2461728672744395448","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","287.00","287.00","没有申请退款","无退款申请","2022-02-11 18:47:54","2022-02-11 18:48:06"
="2463159242880017318",="2463159242880017318","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000307","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】S码：2.5-4.5kg（约0-1个月）","null","null","卖家已发货，等待买家确认","9343443000307",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-11 18:42:59","2022-02-11 18:43:12"
="2463157478914605750",="2463157478914605750","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","281.66","281.66","没有申请退款","无退款申请","2022-02-11 18:42:54","2022-02-11 18:42:57"
="2463786831535151504",="2463786831535151504","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443000857","颜色分类：灰色（四季通用款）1.0TOG;长度：【尺码详询客服】XL码：11-14kg (约9-12个月)","null","null","卖家已发货，等待买家确认","9343443000857",="null","355.02","355.02","没有申请退款","无退款申请","2022-02-11 18:38:41","2022-02-11 18:38:46"
="2463109166219798207",="2463109166219798207","lovetodream过渡期竹纤维四季通用款襁褓防惊跳投降式睡袋","509.00","1","9343443101714","颜色分类：灰色星月（竹纤维四季通用款）1.0TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443101714",="null","335.02","335.02","没有申请退款","无退款申请","2022-02-11 18:19:11","2022-02-11 18:19:47"
="2462748013500941262",="2462748013500941262","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002257","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","口水巾","卖家已发货，等待买家确认","9343443002257",="null","173.63","173.63","没有申请退款","无退款申请","2022-02-11 18:18:16","2022-02-11 18:18:21"
="1486277258631504693",="1486277258631504693","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-11 18:07:14","2022-02-11 18:07:19"
="1486242301762248993",="1486242301761248993","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002042","颜色分类：绿松色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443002042",="null","162.22","162.22","没有申请退款","无退款申请","2022-02-11 18:01:07","2022-02-11 18:01:19"
="1486242301763248993",="1486242301761248993","lovetodream婴儿睡袋儿童防踢被四季通款宝宝睡袋新生婴儿防惊跳","439.00","1","9343443102070","颜色分类：虎年老虎款(四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","卖家已发货，等待买家确认","9343443102070",="null","289.11","289.11","没有申请退款","无退款申请","2022-02-11 18:01:07","2022-02-11 18:01:19"
="2463060602757919719",="2463060602757919719","lovetodream新生婴儿宝宝襁褓期睡袋夏季薄款防惊跳投降式睡姿","399.00","1","9343443006965","颜色分类：粉色星空（春夏轻薄款）0.2TOG;长度：【尺码详询客服】M码：6-8.5kg (约3-6个月)","null","null","卖家已发货，等待买家确认","9343443006965",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-11 17:58:27","2022-02-11 17:58:36"
="2463662343437833153",="2463662343437833153","Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005340","颜色分类：灰色星月 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","卖家已发货，等待买家确认","9343443005340",="null","307.11","307.11","没有申请退款","无退款申请","2022-02-11 17:40:04","2022-02-11 17:40:08"
="2463660471537059656",="2463660471537059656","lovetodream新生婴儿宝宝襁褓期睡袋夏季薄款防惊跳投降式睡姿","399.00","1","9343443007979","颜色分类：蓝色星空（春夏轻薄款）0.2TOG;长度：【尺码详询客服】S码：3.5-6kg (约1-3个月)","null","null","卖家已发货，等待买家确认","9343443007979",="null","278.39","278.39","没有申请退款","无退款申请","2022-02-11 17:39:59","2022-02-11 17:40:04"
="2461522464032787525",="2461522464032787525","Love to dream 新生婴儿睡袋竹纤维轻薄款防踢被防惊跳投降式睡姿","439.00","1","9343443005340","颜色分类：灰色星月 (竹纤维四季通用款) 1.0TOG;长度：【尺码详询客服】M码：6-8.5kg（约3-6个月）","null","null","卖家已发货，等待买家确认","9343443005340",="null","306.52","306.52","没有申请退款","无退款申请","2022-02-11 17:12:18","2022-02-11 17:12:25"
="2461513824766464442",="2461513824766464442","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","139.00","139.00","没有申请退款","无退款申请","2022-02-11 17:10:44","2022-02-11 17:10:49"
="2462950298815685222",="2462950298815685222","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443002264","颜色分类：浅紫色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】L码：7.5-10kg（约3-9个月）","null","null","交易成功","9343443002264",="null","133.63","133.63","没有申请退款","无退款申请","2022-02-11 17:09:16","2022-02-11 17:09:20"
="2462947238425211271",="2462947238425211271","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","245.93","245.93","没有申请退款","无退款申请","2022-02-11 17:06:26","2022-02-11 17:06:29"
="1485335352519685180",="1485335352519685180","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005920","颜色分类：粉红色 (秋冬季保暖款) 2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005920",="null","179.00","179.00","没有申请退款","无退款申请","2022-02-11 17:01:54","2022-02-11 17:02:36"
="1486221458393739595",="1486221458393739595","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","499.00","1","9343443005951","颜色分类：蓝色（秋冬季保暖款）2.5TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443005951",="null","139.00","139.00","没有申请退款","无退款申请","2022-02-11 16:44:01","2022-02-11 16:44:07"
="2462856518515986452",="2462856518515986452","Love to dream 婴儿睡袋襁褓四季通用款防踢被防惊跳投降式睡袋","509.00","1","9343443004084","颜色分类：粉红色 （四季通用款）1.0TOG;长度：【尺码详询客服】XL码：11-14kg (约9-12个月)","null","null","卖家已发货，等待买家确认","9343443004084",="null","325.08","325.08","没有申请退款","无退款申请","2022-02-11 16:25:43","2022-02-11 16:25:53"
="2461413528769036405",="2461413528769036405","Love to dream 新生婴儿睡袋襁褓防踢被四季通用防惊跳投降式睡袋","399.00","1","9343443000376","颜色分类：粉红色 (四季通用款) 1.0TOG;长度：【尺码详询客服】M码：4.5-7.5kg（约1-6个月）","null","null","卖家已发货，等待买家确认","9343443000376",="null","238.39","238.39","没有申请退款","无退款申请","2022-02-11 16:22:44","2022-02-11 16:22:53"
